loaded tokenizer from checkpoints/002-rope/tokenizer.json
step 769 train_loss 3.7563
step 770 train_loss 3.7071
step 771 train_loss 3.7036
step 772 train_loss 3.7278
step 773 train_loss 3.6967
step 774 train_loss 3.6843
step 775 train_loss 3.6855
step 776 train_loss 3.6579
step 777 train_loss 3.7102
step 778 train_loss 3.6749
step 779 train_loss 3.6506
step 780 train_loss 3.6781
step 781 train_loss 3.6359
step 782 train_loss 3.6745
step 783 train_loss 3.6786
step 784 train_loss 3.6055
step 785 train_loss 3.6683
step 786 train_loss 3.6455
step 787 train_loss 3.5894
step 788 train_loss 3.6703
step 789 train_loss 3.6613
step 790 train_loss 3.7048
step 791 train_loss 3.6265
step 792 train_loss 3.6901
step 793 train_loss 3.6391
step 794 train_loss 3.6667
step 795 train_loss 3.6889
step 796 train_loss 3.6445
step 797 train_loss 3.6109
step 798 train_loss 3.6459
step 799 train_loss 3.6614
step 800 train_loss 3.6228 val_loss 3.9834 expert_frac [0.51, 0.49, 0.49, 0.51] aux 8.0020
step 801 train_loss 3.6900
step 802 train_loss 3.6462
step 803 train_loss 3.6812
step 804 train_loss 3.6582
step 805 train_loss 3.6437
step 806 train_loss 3.6334
step 807 train_loss 3.6289
step 808 train_loss 3.5879
step 809 train_loss 3.6210
step 810 train_loss 3.6057
step 811 train_loss 3.6744
step 812 train_loss 3.5502
step 813 train_loss 3.6297
step 814 train_loss 3.5503
step 815 train_loss 3.6307
step 816 train_loss 3.5439
step 817 train_loss 3.6477
step 818 train_loss 3.6336
step 819 train_loss 3.4894
step 820 train_loss 3.6508
step 821 train_loss 3.6056
step 822 train_loss 3.5636
step 823 train_loss 3.5733
step 824 train_loss 3.6378
step 825 train_loss 3.6228
step 826 train_loss 3.6799
step 827 train_loss 3.6042
step 828 train_loss 3.6017
step 829 train_loss 3.6043
step 830 train_loss 3.6093
step 831 train_loss 3.6329
step 832 train_loss 3.5977
step 833 train_loss 3.6372
step 834 train_loss 3.5682
step 835 train_loss 3.6021
step 836 train_loss 3.6226
step 837 train_loss 3.5956
step 838 train_loss 3.6092
step 839 train_loss 3.6014
step 840 train_loss 3.5801
step 841 train_loss 3.6359
step 842 train_loss 3.5718
step 843 train_loss 3.5563
step 844 train_loss 3.6055
step 845 train_loss 3.5884
step 846 train_loss 3.5999
step 847 train_loss 3.6188
step 848 train_loss 3.5644
step 849 train_loss 3.6297
step 850 train_loss 3.5443 val_loss 4.1167 expert_frac [0.50, 0.51, 0.50, 0.49] aux 8.0101
step 851 train_loss 3.5937
step 852 train_loss 3.5441
step 853 train_loss 3.5713
step 854 train_loss 3.6011
step 855 train_loss 3.5904
step 856 train_loss 3.4849
step 857 train_loss 3.5035
step 858 train_loss 3.5325
step 859 train_loss 3.5617
step 860 train_loss 3.5662
step 861 train_loss 3.6535
step 862 train_loss 3.6298
step 863 train_loss 3.6625
step 864 train_loss 3.5737
step 865 train_loss 3.5960
step 866 train_loss 3.5752
step 867 train_loss 3.5930
step 868 train_loss 3.5562
step 869 train_loss 3.5475
step 870 train_loss 3.4981
step 871 train_loss 3.5673
step 872 train_loss 3.5522
step 873 train_loss 3.5612
step 874 train_loss 3.5567
step 875 train_loss 3.5551
step 876 train_loss 3.7021
step 877 train_loss 3.5608
step 878 train_loss 3.4756
step 879 train_loss 3.5146
step 880 train_loss 3.5755
step 881 train_loss 3.5696
step 882 train_loss 3.5525
step 883 train_loss 3.5661
step 884 train_loss 3.5205
step 885 train_loss 3.5589
step 886 train_loss 3.5735
step 887 train_loss 3.5804
step 888 train_loss 3.5586
step 889 train_loss 3.4737
step 890 train_loss 3.4356
step 891 train_loss 3.5162
step 892 train_loss 3.6201
step 893 train_loss 3.4948
step 894 train_loss 3.5179
step 895 train_loss 3.5350
step 896 train_loss 3.4483
step 897 train_loss 3.4802
step 898 train_loss 3.5608
step 899 train_loss 3.5542
step 900 train_loss 3.5703 val_loss 4.1051 expert_frac [0.52, 0.50, 0.49, 0.49] aux 8.0107
step 901 train_loss 3.5086
step 902 train_loss 3.5151
step 903 train_loss 3.4999
step 904 train_loss 3.6063
step 905 train_loss 3.5358
step 906 train_loss 3.5256
step 907 train_loss 3.5443
step 908 train_loss 3.4769
step 909 train_loss 3.5188
step 910 train_loss 3.5631
step 911 train_loss 3.5483
step 912 train_loss 3.5722
step 913 train_loss 3.5551
step 914 train_loss 3.4383
step 915 train_loss 3.5112
step 916 train_loss 3.5275
step 917 train_loss 3.5119
step 918 train_loss 3.5546
step 919 train_loss 3.5348
step 920 train_loss 3.4728
step 921 train_loss 3.5162
step 922 train_loss 3.4757
step 923 train_loss 3.4192
step 924 train_loss 3.4756
step 925 train_loss 3.5319
step 926 train_loss 3.5227
step 927 train_loss 3.5567
step 928 train_loss 3.4871
step 929 train_loss 3.5498
step 930 train_loss 3.5158
